CONS,BOOTH,INC2009,BJP2009,CPI2009,INC2014,BJP2014,CPI2014,INC2016,BJP2016,CPI2016,Total2009,Total2014,Total2016,BOOTHNAME
NEMOM,23,300,137,189,278,394,246,122,532,464,745,956,1139,Abraham Memorial HS Thirumala(Western Shed)
NEMOM,24,373,149,178,247,480,209,134,603,425,876,961,1175,Abraham Memorial HS Thirumala(Middle portion Main building)
NEMOM,25,487,152,181,296,427,147,147,593,320,862,923,1084,Govt. LPS Kunnappuzha(Middle Portion)
NEMOM,26,321,96,126,268,430,332,137,628,513,717,1073,1308,Govt. LPS Kunnappuzha(Middile Portion of Southern Building)
NEMOM,27,381,128,198,340,418,284,128,256,291,852,1089,681,Govt. LPS Kunnappuzha(East portion of East building)
NEMOM,28,466,161,240,339,549,180,144,756,341,881,1111,1258,Govt. LPS Kunnappuzha(Northen portion of South building)
NEMOM,29,461,189,151,280,283,234,158,450,431,813,829,1048,Govt L P S Mudavanmugal(East portion of groung floor of new building)
NEMOM,30,247,81,93,320,389,257,159,542,499,435,990,1211,Primary Health Center TVPM Corporation
NEMOM,31,198,70,179,180,352,126,71,499,227,466,684,806,Govt L P S Mudavanmugal(East portion of groung floor of 2nd new buliding)
NEMOM,32,218,48,188,182,384,84,89,542,140,473,671,785,Govt. LPS Kunnappuzha(Wester Portion of East Building)
NEMOM,33,255,63,128,164,309,83,64,393,208,563,592,672,Govt. LPS Kunnappuzha(Western Building)
NEMOM,34,433,142,322,139,189,55,76,261,107,931,399,451,Govt L P S Mudavanmugal(Western portion Old building)
NEMOM,35,347,215,193,219,164,120,45,219,399,773,555,671,Govt.LPS Aramada
NEMOM,36,297,174,117,143,166,138,32,267,337,607,485,639,Govt. LPS Kunnappuzha(Middle portion of Western Building)
NEMOM,37,127,65,129,200,235,130,120,322,252,336,599,708,Govt UPS Poojappura(South Portion)
NEMOM,38,188,37,255,224,348,123,67,482,315,574,733,868,Govt UPS Poojappura(North Portion)
NEMOM,39,344,108,197,130,144,184,77,252,254,664,479,589,LBS Center Poojapura(EastPortion of Back Side)
NEMOM,40,421,152,222,204,512,155,76,702,284,826,898,1077,LBS Engg. College for Women Poojappura(South portion of back building of new building)
NEMOM,41,172,56,300,128,525,82,61,607,135,643,749,809,Govt H S and LPS Karamana(North Building)
NEMOM,42,279,136,252,56,189,108,33,237,157,719,358,429,Govt. B H S Karamana(East side West portion of main building)
NEMOM,43,215,122,131,143,207,281,80,230,395,545,653,720,Govt. B H S Karamana(East side of East Portion of Main Building)
NEMOM,44,354,153,275,128,544,173,58,641,301,852,864,1018,Govt. B H S Karamana(West side of East Portion of Main Building)
NEMOM,45,253,68,355,207,615,149,106,703,286,759,987,1103,Govt. B H S Karamana(Western side of West Portion of Main Building)
NEMOM,46,295,78,152,94,328,365,36,470,443,535,816,967,Govt. G H S Karamana(Eastern Side of Main Building)
NEMOM,47,333,59,264,116,514,226,50,644,303,675,878,1012,Govt. G H S Karamana(Southern Portion of Middle Building)
NEMOM,48,284,71,401,135,341,166,64,457,213,779,661,742,Govt.GHS Karamana(Main Building)
NEMOM,49,269,63,409,139,542,300,53,715,377,772,999,1160,"Mathrusisu Samrekshanakendram(CWUC) Corporation Nursury School Therakam junction,Attukal Ward"
NEMOM,50,277,125,280,130,339,344,61,472,420,699,836,967,Chinmayavidyalayam HSS Attukal(North portion of Main building)
NEMOM,51,216,94,283,203,300,105,37,359,368,664,645,768,Chinmayavidyalayam HSS (Middle portion)
NEMOM,52,352,32,212,421,276,155,99,337,769,610,952,1213,"Chinmayavidyalayam HSS Attukal(South portion
)"
NEMOM,53,263,102,187,261,427,242,36,406,186,656,975,640,Chinmayavidyalayam HSS Attukal(South portion Room 2)
NEMOM,54,245,87,279,164,438,273,59,565,465,641,910,1108,Research Centre Cropping Systems Karamana
NEMOM,55,289,92,324,199,419,225,53,509,436,736,877,1013,Govt UPS Nedumcaud(South portion of main building)
NEMOM,56,185,145,209,145,423,281,64,605,370,572,875,1054,Govt UPS Nedumcaud(East portion of western building)
NEMOM,57,327,105,374,357,122,109,85,173,560,825,663,825,Govt UPS Nedumcaud(North portion of main building)
NEMOM,58,334,123,320,204,386,184,109,558,283,802,787,965,Govt UPS Nedumcaud(North portion of Western building)
NEMOM,59,345,162,327,124,382,236,59,461,340,852,763,866,Govt UPS Nedumcaud(South portion of western building)
NEMOM,60,266,82,347,175,469,255,61,619,357,707,920,1047,Chinmayavidyalayam HSS Attukal(Middle portion of Main building)
NEMOM,61,297,159,315,89,387,158,48,453,216,795,653,731,Govt UPS Konchiravila(East Portion of Old Building)
NEMOM,62,286,65,265,238,453,216,72,558,512,633,955,1152,Govt UPS Konchiravila(Middle Portion of Old Building)
NEMOM,63,333,100,265,205,430,275,60,552,415,718,937,1045,Govt UPS Konchiravila(Middle Portion of Old Building)
NEMOM,64,332,133,177,212,526,220,82,660,452,671,998,1206,Arban welfare society Konchiravila
NEMOM,65,349,107,209,134,385,237,41,412,466,676,793,924,Arban welfare society Konchiravila( Northern Portion of Main Building )
NEMOM,66,301,114,249,285,456,198,80,523,554,672,996,1173,"Thunchansmarakasamithi Airanimuttom,Attukal(Class room behind the ight portion of the building)"
NEMOM,67,430,145,245,300,258,163,71,275,510,860,789,862,"Thunchansmarakasamithi Airanimuttom,Attukal(Class room behind the ight portion of the building-Room2)"
NEMOM,68,379,32,341,184,535,208,84,695,383,776,952,1182,Govt UPS Nedumcaud(North portion of western building)
NEMOM,69,328,81,228,221,556,104,134,715,208,669,911,1075,"Corporation Nursary School Payattukuppam,Konchiravila"
NEMOM,70,330,180,233,166,566,176,106,726,285,765,922,1134,S M R V Library Karamana Gramam(Western Building)
NEMOM,71,187,20,127,169,513,127,74,650,246,338,832,988,S M R V Library Karamana Gramam(Estern Building)
NEMOM,72,266,85,320,205,640,131,111,811,238,707,1009,1189,Govt. HS Kalady(North end portion of the Main building)
NEMOM,73,296,29,356,325,351,209,103,499,507,720,921,1125,Govt. HS Kalady(Third Room on the south side of the Northern portion of the Main building)
NEMOM,74,369,125,289,232,397,178,75,524,350,799,849,964,"Govt UPS Nedumcaud,(middle portion of western building)"
NEMOM,75,360,82,265,207,585,172,75,800,290,752,999,1176,"Thunchansmarakasamithi Airanimuttom,Attukal(Hall)"
NEMOM,76,309,83,348,207,114,65,37,138,303,761,408,482,"Thunchansmarakasamithi Airanimuttom,Attukal(Hall-2)"
NEMOM,77,237,27,316,188,399,263,83,565,391,592,884,1060,"Thunchansmarakasamithi Airanimuttom,Attukal(Class room behind the all)"
NEMOM,78,243,47,201,453,90,300,119,143,923,511,936,1216,"Thunchansmarakasamithi Airanimuttom,Attukal(Class room-2 behind the hall)"
NEMOM,79,262,60,239,431,367,170,129,465,634,583,1033,1237,Govt UPS Konchiravila(Western portion of old building)
NEMOM,80,204,37,291,205,337,278,114,497,402,561,848,1039,Govt UPS Konchiravila(Western portion of new building)
NEMOM,81,152,42,363,172,349,339,113,480,436,582,892,1049,Govt UPS Konchiravila(Eastern portion of new building 1)
NEMOM,82,183,16,334,319,90,251,115,100,717,554,763,946,Govt UPS Konchiravila(Eastern portion of new building 2)
NEMOM,83,275,117,375,261,165,152,102,212,444,801,620,768,Govt UPS Konchiravila( C R C Building)
NEMOM,84,250,62,263,323,273,162,115,347,599,593,840,1072,Govt. HS Kalady(Fourth Room on the south side of the Northern portion of the Main building)
NEMOM,85,279,102,203,383,79,219,141,119,788,639,809,1061,Govt. HS Kalady(Fifth Room on the south side of the Northern portion of the Main building)
NEMOM,86,364,106,171,315,67,307,82,74,866,662,820,1045,Govt. HS Kalady(Sixth Room on the south side of the Northern portion of the Main building)
NEMOM,87,382,110,281,375,53,190,151,62,765,805,741,990,Govt. HS Kalady(Class Room at the south end portion of the Main building)
NEMOM,88,264,81,269,329,284,218,90,331,500,644,917,931,Govt. HS Kalady(South East end room of the Main building)
NEMOM,89,268,86,286,302,217,156,65,291,607,654,748,969,Govt. HS Kalady(Second  Room on the north side of the South East portion of the Main building)
NEMOM,90,390,75,253,154,408,168,65,559,271,833,767,911,Govt. HS Kalady(Office Room on the North East end of the Main building)
NEMOM,91,275,70,335,185,404,181,52,483,318,724,803,865,Govt.Higher Secondary School Kamaleswaram(middle portion of north building)
NEMOM,92,354,52,195,230,448,225,77,639,435,788,936,1163,Govt.Higher Secondary School Kamaleswaram(middle portion of north building-room 2)
NEMOM,93,323,158,282,168,253,193,43,343,353,787,656,750,Govt.Higher Secondary School Kamaleswaram(Eastern portion ofsouth building)
NEMOM,94,415,205,232,249,249,199,57,368,485,881,736,921,Govt.Higher Secondary School Kamaleswaram(Western portion of south building)
NEMOM,95,319,47,292,280,328,336,140,461,471,925,970,1093,"District Mathsyabhavan, Kamaleswaram(North- East room)"
NEMOM,96,206,113,307,232,244,314,122,324,487,649,811,943,Govt.Higher Secondary School Kamaleswaram(Western portion of north building)
NEMOM,97,280,199,138,305,200,360,198,345,532,636,903,1092,Govt.Higher Secondary School Kamaleswaram(Middle portion of Old building)
NEMOM,98,362,102,404,192,490,282,46,729,444,925,1008,1232,Govt.Higher Secondary School Kamaleswaram(middle portion of south building 2)
NEMOM,99,282,69,311,276,589,179,132,772,362,786,1082,1293,Govt.Higher Secondary School Kamaleswaram(middle portion of south building 1)
NEMOM,100,266,83,246,374,140,479,249,258,744,623,1037,1268,District Mathsyabhavan office Building(North- west Building room)Kamaleswaram
NEMOM,101,241,70,323,180,298,239,50,393,542,681,750,992,District Mathsyabhavan office Building(North- west Building room-2)Kamaleswaram
NEMOM,102,455,130,411,169,500,92,58,557,187,1021,775,818,Govt.Higher Secondary School Kamaleswaram(Western portion of old building)
NEMOM,103,380,253,293,232,439,312,102,565,446,1001,1038,1122,Govt.Upper Primary School Ambalathara(Northern portion of road side building western portion)
NEMOM,104,311,83,338,234,195,453,145,284,630,766,915,1074,Govt.Upper Primary School Ambalathara(Northern portion of road side building middle portion)
NEMOM,105,240,96,324,134,443,155,56,532,246,704,759,844,Govt.Upper Primary School Ambalathara(South portion of road side building western portion)
NEMOM,106,375,261,151,161,315,285,66,484,381,819,788,936,Govt.Upper Primary School Ambalathara(Middle portion of  Mail Building)
NEMOM,107,227,165,239,237,516,306,94,669,541,642,1107,1315,Govt.Upper Primary School Ambalathara(Western Portion of M L A Block Building)
NEMOM,108,199,96,282,201,677,235,83,784,412,596,1145,1287,Govt.Upper Primary School Ambalathara(Western Portion of M P Block Building)
NEMOM,109,320,76,199,184,507,326,76,706,458,678,1031,1261,Govt.Upper Primary School Ambalathara(Eastern Portion of M L A Block Building)
NEMOM,110,282,155,169,131,436,311,54,613,450,645,902,1135,Govt.Upper Primary School Ambalathara(North portion of road side building Eastern portion)
NEMOM,111,237,97,332,197,664,128,79,884,263,691,1023,1242,Govt.Upper Primary School Ambalathara(North portion of road side building Middle portion)
NEMOM,112,180,40,407,148,435,159,38,539,264,675,759,850,"NSS Women's College, Neeramankara"
NEMOM,113,219,100,295,133,265,189,31,350,354,653,626,740,"Women's Polytechnic, Neeramankara(East portion)"
NEMOM,114,285,144,236,199,383,212,65,517,370,680,825,966,Women's Polytechnic (West Portion)
NEMOM,115,115,57,354,171,381,149,56,468,256,548,727,790,Women's Polytechnic (Eastern Portion)
NEMOM,116,228,123,259,217,337,254,56,472,451,670,844,993,"Sree Chithira Thirunal Engineering College, Pappanamcode, (West Portion of Main Building)"
NEMOM,117,366,83,295,322,104,294,76,173,735,763,801,993,"Vidyadhiraja Homeo College, Pappanamcode (East Portion)"
NEMOM,118,382,161,304,230,249,231,45,363,610,882,748,1034,"Welfare Lower Primary School, Poozhikunnu (Main Building West Portion)"
NEMOM,119,194,49,285,191,364,175,67,437,393,601,758,904,"Welfare Lower Primary School, Poozhikunnu (Main Building East Portion)"
NEMOM,120,213,75,239,216,120,277,26,137,679,658,656,846,"St. Antony's Lower Primary School, Poozhikunnu (East Building East Portion)"
NEMOM,121,213,47,221,135,336,266,50,455,386,537,761,896,"St. Antony's Lower Primary School, oozhikunnu (Western Portion of Main Building)"
NEMOM,122,328,27,269,244,512,163,102,698,272,657,954,1080,Health Inspector Office Nemom
NEMOM,123,232,113,315,246,526,217,139,641,404,693,1035,1204,"Corporation  Wedding Hall ( Western portion , Near Nemom Health Inspector Office)"
NEMOM,124,227,66,240,137,288,239,88,364,327,704,680,791,"Little Flower School, Vellayani( Middle Portion of main Building)"
NEMOM,125,197,48,306,172,303,226,102,409,333,621,738,852,"Little Flower School, Vellayani( Western Portion of main Building)"
NEMOM,126,237,50,174,181,295,210,99,382,332,616,711,823,"St. Antony's Lower Primary School, Poozhikunnu (West Portion)"
NEMOM,127,162,26,119,141,359,257,78,461,372,639,779,926,"Governemtn High School, Pappanamcode High School Section (North Building East Portion)"
NEMOM,128,254,28,259,247,355,218,81,410,455,571,871,959,"Government High School, Pappanamcode L P Section (North Building West Portion)"
NEMOM,129,314,72,160,208,218,287,160,318,380,573,742,882,"Women's Polytechnic, Neeramankara (East ortion)"
NEMOM,130,261,86,288,145,291,256,97,330,356,723,720,805,"Industiral Estate, Pappanamcode (Office Building)"
NEMOM,131,230,15,152,213,248,297,170,306,414,657,793,903,"Women's Polytechnic, Neeramankara (Middle Portion)"
NEMOM,132,191,47,142,237,149,364,189,256,425,626,787,891,"NSS Women's College, Neeramankara"
NEMOM,133,303,35,253,188,232,194,59,348,294,628,636,720,"Government Upper Primary School, Karumam (Main Building)"
NEMOM,134,182,45,183,227,316,146,79,447,300,575,718,846,"Government Upper Primary School, Karumam (Western Portion of Main Building)"
NEMOM,135,220,34,225,292,328,242,118,457,421,702,918,1008,"Governement Upper Primary School, Karumam (West Building Middle Portion)"
NEMOM,136,273,21,279,282,208,272,147,350,404,665,792,915,"Government Upper Primary School, Karumam (West Building North Portion)"
NEMOM,137,196,29,322,234,238,159,130,339,286,650,700,787,"Government Upper Primary School, Karumam (Western Portion of Main Building)"
NEMOM,138,157,177,147,214,319,203,90,452,278,553,761,844,"Government Upper Primary School, Karumam (West Building North Portion)"
NEMOM,139,257,66,245,188,209,227,93,330,326,633,662,773,"Government High School, Pappanamcode L P Section (North Building East Portion)"
NEMOM,140,249,58,200,316,170,338,132,289,593,573,875,1034,"Government High School, Pappanamcode L P Section (North Hall)"
NEMOM,141,142,114,247,227,189,278,85,322,456,555,738,880,"Government High School, Pappanamcode (East Portion)"
NEMOM,142,159,44,183,237,162,310,61,259,542,428,768,879,"Government High School, Pappanamcode (West Portion)"
NEMOM,143,213,72,163,158,304,113,66,408,199,536,622,687,"M S C Lower Primary School, Ponnumangalam (East Portion)"
NEMOM,Postal,0,0,0,0,0,0,132,358,444,0,0,972,
